Hence,hence,
Cassius,cassius,s
born,born,,topic_16,0,freq2,0,ig5,0,sal3,0
.,.,s
Give,give,s,topic_17,0,freq2,0,ig5,0,sal5,0
me,me,s
thy,thy,s
hand,hand,,topic_34,0,freq1,0,ig5,0,sal3,0
",",",",s
Messala,messala,,topic_23,0,freq4,0,ig1,0,sal3,0
:,:,n
Be,be,s
thou,thou,s
my,my,s
witness,witness,s,topic_21,0,freq3,0,ig5,0,sal4,0
that,that,s
against,against,s
my,my,s
will,will,
",",",",n
As,as,s
Pompey,pompey,s
was,was,
",",",",s
am,am,s
I,i,s
compell'd,compell'd,s,topic_27,0,freq4,0,ig4,0,sal4,0
to,to,s
set,set,n,topic_33,0,freq2,0,ig5,0,sal5,0
Upon,upon,s
one,one,s
battle,battle,s,topic_33,0,freq1,0,ig1,0,sal1,0
all,all,s
our,our,s
liberties,liberties,,topic_17,0,freq4,0,ig1,0,sal4,0
.,.,n
You,you,s
know,know,s
that,that,s
I,i,s
held,held,s,topic_17,0,freq3,0,ig5,0,sal4,0
Epicurus,epicurus,s,topic_23,0,freq5,0,ig3,0,sal5,0
strong,strong,n,topic_38,0,freq2,0,ig5,0,sal3,0
And,and,s
his,his,s
opinion,opinion,,topic_36,0,freq4,0,ig5,0,sal4,0
:,:,s
now,now,s
I,i,s
change,change,s,topic_46,0,freq3,0,ig5,0,sal3,0
my,my,s
mind,mind,,topic_23,0,freq4,0,ig5,0,sal5,0
",",",",n
And,and,s
partly,partly,s,topic_40,0,freq3,0,ig5,0,sal2,0
credit,credit,s,topic_45,0,freq2,0,ig4,0,sal2,0
things,things,s,topic_10,0,freq1,0,ig5,0,sal4,0
that,that,s
do,do,s
presage,presage,,topic_34,0,freq5,0,ig5,0,sal5,0
.,.,n
Coming,coming,s,topic_41,0,freq3,0,ig5,0,sal5,0
from,from,s
Sardis,sardis,,topic_33,0,freq5,0,ig1,0,sal5,0
",",",",s
on,on,s
our,our,s
former,former,s
ensign,ensign,n,topic_36,0,freq5,0,ig5,0,sal4,0
Two,two,s
mighty,mighty,s,topic_30,0,freq2,0,ig5,0,sal4,0
eagles,eagles,s,topic_33,0,freq5,0,ig1,0,sal4,0
fell,fell,,topic_21,0,freq3,0,ig5,0,sal4,0
",",",",s
and,and,s
there,there,s
they,they,s
perch'd,perch'd,,topic_2,0,freq5,0,ig3,0,sal5,0
",",",",n
Gorging,gorging,s,topic_37,0,freq5,0,ig3,0,sal5,0
and,and,s
feeding,feeding,s,topic_17,0,freq4,0,ig5,0,sal4,0
from,from,s
our,our,s
soldiers,soldiers,,topic_33,0,freq2,0,ig5,0,sal3,0
',',s
hands,hands,,topic_21,0,freq2,0,ig5,0,sal3,0
;,;,n
Who,who,s
to,to,s
Philippi,philippi,s,topic_33,0,freq4,0,ig1,0,sal3,0
here,here,s
consorted,consorted,s,topic_24,0,freq4,0,ig1,0,sal4,0
us,us,
:,:,n
This,this,s
morning,morning,s,topic_23,0,freq3,0,ig5,0,sal2,0
are,are,s
they,they,s
fled,fled,s,topic_33,0,freq2,0,ig4,0,sal2,0
away,away,s
and,and,s
gone,gone,
;,;,n
And,and,s
in,in,s
their,their,s
steads,steads,s,topic_3,0,freq5,0,ig1,0,sal4,0
do,do,s
ravens,ravens,,topic_28,0,freq5,0,ig5,0,sal5,0
",",",",s
crows,crows,s,topic_25,0,freq4,0,ig5,0,sal5,0
and,and,s
kites,kites,,topic_37,0,freq4,0,ig4,0,sal4,0
",",",",n
Fly,fly,s,topic_33,0,freq1,0,ig4,0,sal1,0
o'er,o'er,s,topic_41,0,freq3,0,ig5,0,sal5,0
our,our,s
heads,heads,s,topic_33,0,freq4,0,ig5,0,sal5,0
and,and,s
downward,downward,s,topic_28,0,freq5,0,ig5,0,sal5,0
look,look,s
on,on,s
us,us,
",",",",n
As,as,s
we,we,s
were,were,s
sickly,sickly,s,topic_16,0,freq4,0,ig1,0,sal2,0
prey,prey,,topic_21,0,freq3,0,ig1,0,sal2,0
:,:,s
their,their,s
shadows,shadows,s,topic_28,0,freq5,0,ig5,0,sal5,0
seem,seem,n
A,a,s
canopy,canopy,s,topic_0,0,freq5,0,ig5,0,sal4,0
most,most,s
fatal,fatal,,topic_21,0,freq3,0,ig1,0,sal1,0
",",",",s
under,under,s
which,which,n
Our,our,s
army,army,s,topic_33,0,freq2,0,ig1,0,sal2,0
lies,lies,,topic_38,0,freq1,0,ig5,0,sal2,0
",",",",s
ready,ready,s,topic_0,0,freq4,0,ig5,0,sal5,0
to,to,s
give,give,s,topic_34,0,freq1,0,ig5,0,sal2,0
up,up,s
the,the,s
ghost,ghost,
.,.,n
Believe,believe,s
not,not,s
so,so,
.,.,n
I,i,s
but,but,s
believe,believe,s
it,it,s
partly,partly,,topic_33,0,freq5,0,ig5,0,sal5,0
;,;,n
For,for,s
I,i,s
am,am,s
fresh,fresh,s,topic_10,0,freq2,0,ig5,0,sal2,0
of,of,s
spirit,spirit,s,topic_33,0,freq4,0,ig5,0,sal5,0
and,and,s
resolved,resolved,n,topic_33,0,freq4,0,ig5,0,sal5,0
To,to,s
meet,meet,s,topic_23,0,freq3,0,ig5,0,sal4,0
all,all,s
perils,perils,s,topic_13,0,freq5,0,ig5,0,sal4,0
very,very,s
constantly,constantly,,topic_41,0,freq4,0,ig1,0,sal3,0
.,.,n
Even,even,s
so,so,
",",",",s
Lucilius,lucilius,
.,.,n
Now,now,
",",",",s
most,most,s
noble,noble,s,topic_17,0,freq1,0,ig5,0,sal2,0
Brutus,brutus,
",",",",n
The,the,s
gods,gods,s,topic_14,0,freq2,0,ig5,0,sal4,0
to-day,to-day,s,topic_33,0,freq2,0,ig5,0,sal3,0
stand,stand,s,topic_36,0,freq1,0,ig5,0,sal1,0
friendly,friendly,,topic_17,0,freq3,0,ig5,0,sal3,0
",",",",s
that,that,s
we,we,s
may,may,
",",",",n
Lovers,lovers,s,topic_32,0,freq2,0,ig5,0,sal3,0
in,in,s
peace,peace,,topic_13,0,freq1,0,ig5,0,sal1,0
",",",",s
lead,lead,s,topic_36,0,freq1,0,ig4,0,sal1,0
on,on,s
our,our,s
days,days,s,topic_4,0,freq2,0,ig5,0,sal4,0
to,to,s
age,age,,topic_4,0,freq2,0,ig5,0,sal2,0
!,!,n
But,but,s
since,since,s
the,the,s
affairs,affairs,s,topic_4,0,freq2,0,ig5,0,sal3,0
of,of,s
men,men,s,topic_4,0,freq1,0,ig5,0,sal4,0
rest,rest,s,topic_36,0,freq2,0,ig5,0,sal3,0
still,still,s
incertain,incertain,,topic_41,0,freq5,0,ig5,0,sal4,0
",",",",n
Let's,let's,s
reason,reason,s,topic_28,0,freq3,0,ig5,0,sal4,0
with,with,s
the,the,s
worst,worst,s,topic_12,0,freq1,0,ig5,0,sal1,0
that,that,s
may,may,s
befall,befall,,topic_32,0,freq4,0,ig5,0,sal5,0
.,.,n
If,if,s
we,we,s
do,do,s
lose,lose,s,topic_31,0,freq2,0,ig5,0,sal2,0
this,this,s
battle,battle,,topic_33,0,freq1,0,ig1,0,sal1,0
",",",",s
then,then,s
is,is,s
this,this,n
The,the,s
very,very,s
last,last,s
time,time,s,topic_0,0,freq1,0,ig5,0,sal1,0
we,we,s
shall,shall,s
speak,speak,s,topic_3,0,freq1,0,ig5,0,sal2,0
together,together,
:,:,n
What,what,s
are,are,s
you,you,s
then,then,s
determined,determined,s,topic_33,0,freq5,0,ig5,0,sal5,0
to,to,s
do,do,
?,?,n
Even,even,s
by,by,s
the,the,s
rule,rule,s,topic_17,0,freq4,0,ig5,0,sal5,0
of,of,s
that,that,s
philosophy,philosophy,n,topic_6,0,freq4,0,ig4,0,sal3,0
By,by,s
which,which,s
I,i,s
did,did,s
blame,blame,s,topic_26,0,freq2,0,ig5,0,sal2,0
Cato,cato,s
for,for,s
the,the,s
death,death,n,topic_33,0,freq2,0,ig5,0,sal5,0
Which,which,s
he,he,s
did,did,s
give,give,s,topic_23,0,freq2,0,ig5,0,sal4,0
himself,himself,
",",",",s
I,i,s
know,know,s
not,not,s
how,how,
",",",",n
But,but,s
I,i,s
do,do,s
find,find,s,topic_36,0,freq1,0,ig5,0,sal3,0
it,it,s
cowardly,cowardly,s,topic_33,0,freq5,0,ig5,0,sal5,0
and,and,s
vile,vile,,topic_40,0,freq4,0,ig5,0,sal5,0
",",",",n
For,for,s
fear,fear,s,topic_47,0,freq1,0,ig5,0,sal3,0
of,of,s
what,what,s
might,might,s
fall,fall,,topic_36,0,freq3,0,ig5,0,sal5,0
",",",",s
so,so,s
to,to,s
prevent,prevent,n,topic_36,0,freq4,0,ig5,0,sal3,0
The,the,s
time,time,s,topic_23,0,freq3,0,ig5,0,sal5,0
of,of,s
life,life,,topic_0,0,freq2,0,ig5,0,sal4,0
:,:,s
arming,arming,s,topic_14,0,freq4,0,ig5,0,sal4,0
myself,myself,s
with,with,s
patience,patience,n
To,to,s
stay,stay,s,topic_11,0,freq1,0,ig5,0,sal2,0
the,the,s
providence,providence,s,topic_41,0,freq5,0,ig5,0,sal4,0
of,of,s
some,some,s
high,high,s,topic_4,0,freq2,0,ig5,0,sal3,0
powers,powers,n,topic_47,0,freq2,0,ig5,0,sal2,0
That,that,s
govern,govern,s,topic_33,0,freq5,0,ig5,0,sal5,0
us,us,s
below,below,
.,.,n
Then,then,
",",",",s
if,if,s
we,we,s
lose,lose,s,topic_31,0,freq2,0,ig5,0,sal2,0
this,this,s
battle,battle,,topic_33,0,freq1,0,ig1,0,sal1,0
",",",",n
You,you,s
are,are,s
contented,contented,s,topic_36,0,freq4,0,ig5,0,sal3,0
to,to,s
be,be,s
led,led,s,topic_33,0,freq3,0,ig5,0,sal3,0
in,in,s
triumph,triumph,n,topic_9,0,freq3,0,ig4,0,sal3,0
Thorough,thorough,s
the,the,s
streets,streets,s,topic_17,0,freq3,0,ig5,0,sal2,0
of,of,s
Rome,rome,,topic_17,0,freq1,0,ig5,0,sal1,0
?,?,n
No,no,
",",",",s
Cassius,cassius,
",",",",s
no,no,
:,:,s
think,think,s
not,not,
",",",",s
thou,thou,s
noble,noble,s,topic_17,0,freq1,0,ig5,0,sal2,0
Roman,roman,
",",",",n
That,that,s
ever,ever,s
Brutus,brutus,s
will,will,s
go,go,s
bound,bound,s,topic_11,0,freq2,0,ig5,0,sal2,0
to,to,s
Rome,rome,,topic_17,0,freq1,0,ig5,0,sal1,0
;,;,n
He,he,s
bears,bears,s,topic_36,0,freq3,0,ig5,0,sal3,0
too,too,s
great,great,s,topic_14,0,freq1,0,ig5,0,sal2,0
a,a,s
mind,mind,,topic_23,0,freq4,0,ig5,0,sal5,0
.,.,s
But,but,s
this,this,s
same,same,s
day,day,n,topic_47,0,freq1,0,ig5,0,sal3,0
Must,must,s
end,end,s,topic_0,0,freq3,0,ig5,0,sal4,0
that,that,s
work,work,s,topic_36,0,freq2,0,ig5,0,sal3,0
the,the,s
ides,ides,s,topic_17,0,freq4,0,ig1,0,sal4,0
of,of,s
March,march,s,topic_33,0,freq3,0,ig5,0,sal3,0
begun,begun,,topic_14,0,freq5,0,ig5,0,sal5,0
;,;,n
And,and,s
whether,whether,s
we,we,s
shall,shall,s
meet,meet,s,topic_32,0,freq2,0,ig5,0,sal5,0
again,again,s
I,i,s
know,know,s
not,not,
.,.,n
Therefore,therefore,s
our,our,s
everlasting,everlasting,s,topic_30,0,freq4,0,ig5,0,sal5,0
farewell,farewell,s,topic_26,0,freq1,0,ig5,0,sal1,0
take,take,
:,:,n
For,for,s
ever,ever,
",",",",s
and,and,s
for,for,s
ever,ever,
",",",",s
farewell,farewell,,topic_26,0,freq1,0,ig5,0,sal1,0
",",",",s
Cassius,cassius,
!,!,n
If,if,s
we,we,s
do,do,s
meet,meet,s,topic_33,0,freq2,0,ig5,0,sal4,0
again,again,
",",",",s
why,why,
",",",",s
we,we,s
shall,shall,s
smile,smile,,topic_41,0,freq3,0,ig5,0,sal5,0
;,;,n
If,if,s
not,not,
",",",",s
why,why,s
then,then,
",",",",s
this,this,s
parting,parting,s,topic_41,0,freq5,0,ig5,0,sal5,0
was,was,s
well,well,s
made,made,,topic_36,0,freq1,0,ig5,0,sal3,0
.,.,n
For,for,s
ever,ever,
",",",",s
and,and,s
for,for,s
ever,ever,
",",",",s
farewell,farewell,,topic_26,0,freq1,0,ig5,0,sal1,0
",",",",s
Brutus,brutus,
!,!,n
If,if,s
we,we,s
do,do,s
meet,meet,s,topic_23,0,freq3,0,ig5,0,sal4,0
again,again,
",",",",s
we'll,we'll,s
smile,smile,s,topic_31,0,freq4,0,ig5,0,sal5,0
indeed,indeed,
;,;,n
If,if,s
not,not,
",",",",s
',',
tis,tis,s,topic_26,0,freq1,0,ig5,0,sal3,0
true,true,s,topic_34,0,freq2,0,ig5,0,sal3,0
this,this,s
parting,parting,s,topic_4,0,freq5,0,ig5,0,sal5,0
was,was,s
well,well,s
made,made,,topic_36,0,freq1,0,ig5,0,sal3,0
.,.,n
Why,why,
",",",",s
then,then,
",",",",s
lead,lead,s,topic_36,0,freq1,0,ig4,0,sal1,0
on,on,
.,.,s
O,o,
",",",",s
that,that,s
a,a,s
man,man,s
might,might,s
know,know,n
The,the,s
end,end,s,topic_11,0,freq2,0,ig5,0,sal4,0
of,of,s
this,this,s
day's,day's,s,topic_33,0,freq4,0,ig5,0,sal5,0
business,business,s,topic_25,0,freq1,0,ig5,0,sal1,0
ere,ere,s,topic_0,0,freq1,0,ig5,0,sal2,0
it,it,s
come,come,
!,!,n
But,but,s
it,it,s
sufficeth,sufficeth,s,topic_3,0,freq4,0,ig5,0,sal4,0
that,that,s
the,the,s
day,day,s,topic_47,0,freq1,0,ig5,0,sal3,0
will,will,s
end,end,,topic_13,0,freq1,0,ig5,0,sal2,0
",",",",n
And,and,s
then,then,s
the,the,s
end,end,s,topic_13,0,freq1,0,ig5,0,sal2,0
is,is,s
known,known,
.,.,s
Come,come,
",",",",s
ho,ho,,topic_23,0,freq2,0,ig5,0,sal3,0
!,!,s
away,away,
!,!,n
Ride,ride,,topic_4,0,freq2,0,ig1,0,sal1,0
",",",",s
ride,ride,,topic_4,0,freq2,0,ig1,0,sal1,0
",",",",s
Messala,messala,,topic_23,0,freq4,0,ig1,0,sal3,0
",",",",s
ride,ride,,topic_4,0,freq2,0,ig1,0,sal1,0
",",",",s
and,and,s
give,give,s,topic_34,0,freq1,0,ig5,0,sal2,0
these,these,s
bills,bills,n,topic_36,0,freq5,0,ig5,0,sal5,0
Unto,unto,s
the,the,s
legions,legions,s,topic_33,0,freq4,0,ig4,0,sal3,0
on,on,s
the,the,s
other,other,s
side,side,,topic_33,0,freq4,0,ig5,0,sal5,0
.,.,n
Let,let,s
them,them,s
set,set,s,topic_36,0,freq1,0,ig5,0,sal2,0
on,on,s
at,at,s
once,once,
;,;,s
for,for,s
I,i,s
perceive,perceive,n,topic_33,0,freq4,0,ig5,0,sal5,0
But,but,s
cold,cold,s,topic_4,0,freq2,0,ig5,0,sal3,0
demeanor,demeanor,s,topic_28,0,freq5,0,ig1,0,sal5,0
in,in,s
Octavius,octavius,
',',s
wing,wing,,topic_47,0,freq4,0,ig5,0,sal4,0
",",",",n
And,and,s
sudden,sudden,s,topic_13,0,freq2,0,ig5,0,sal3,0
push,push,s,topic_47,0,freq4,0,ig5,0,sal4,0
gives,gives,s
them,them,s
the,the,s
overthrow,overthrow,,topic_33,0,freq4,0,ig5,0,sal4,0
.,.,n
Ride,ride,,topic_4,0,freq2,0,ig1,0,sal1,0
",",",",s
ride,ride,,topic_4,0,freq2,0,ig1,0,sal1,0
",",",",s
Messala,messala,,topic_23,0,freq4,0,ig1,0,sal3,0
:,:,s
let,let,s
them,them,s
all,all,s
come,come,s
down,down,
.,.,n
O,o,
",",",",s
look,look,
",",",",s
Titinius,titinius,
",",",",s
look,look,
",",",",s
the,the,s
villains,villains,s,topic_4,0,freq5,0,ig5,0,sal5,0
fly,fly,,topic_33,0,freq1,0,ig4,0,sal1,0
!,!,n
Myself,myself,s
have,have,s
to,to,s
mine,mine,s,topic_10,0,freq1,0,ig5,0,sal4,0
own,own,s
turn'd,turn'd,s,topic_33,0,freq5,0,ig5,0,sal5,0
enemy,enemy,,topic_33,0,freq3,0,ig5,0,sal4,0
:,:,n
This,this,s
ensign,ensign,s,topic_36,0,freq5,0,ig5,0,sal4,0
here,here,s
of,of,s
mine,mine,s,topic_34,0,freq2,0,ig5,0,sal4,0
was,was,s
turning,turning,s,topic_34,0,freq5,0,ig5,0,sal5,0
back,back,,topic_36,0,freq2,0,ig5,0,sal4,0
;,;,n
I,i,s
slew,slew,s,topic_21,0,freq3,0,ig1,0,sal1,0
the,the,s
coward,coward,,topic_33,0,freq2,0,ig5,0,sal3,0
",",",",s
and,and,s
did,did,s
take,take,s
it,it,s
from,from,s
him,him,
.,.,n
O,o,s
Cassius,cassius,
",",",",s
Brutus,brutus,s
gave,gave,s,topic_11,0,freq2,0,ig5,0,sal4,0
the,the,s
word,word,s,topic_0,0,freq2,0,ig5,0,sal3,0
too,too,s
early,early,,topic_23,0,freq3,0,ig1,0,sal2,0
;,;,n
Who,who,
",",",",s
having,having,s
some,some,s
advantage,advantage,s,topic_47,0,freq3,0,ig5,0,sal3,0
on,on,s
Octavius,octavius,
",",",",n
Took,took,s
it,it,s
too,too,s
eagerly,eagerly,,topic_34,0,freq5,0,ig1,0,sal4,0
:,:,s
his,his,s
soldiers,soldiers,s,topic_33,0,freq2,0,ig5,0,sal3,0
fell,fell,s,topic_23,0,freq4,0,ig5,0,sal5,0
to,to,s
spoil,spoil,,topic_47,0,freq4,0,ig5,0,sal5,0
",",",",n
Whilst,whilst,s,topic_21,0,freq3,0,ig5,0,sal3,0
we,we,s
by,by,s
Antony,antony,s
are,are,s
all,all,s
enclosed,enclosed,,topic_36,0,freq5,0,ig1,0,sal4,0
.,.,n
Fly,fly,s,topic_33,0,freq1,0,ig4,0,sal1,0
further,further,s
off,off,
",",",",s
my,my,s
lord,lord,
",",",",s
fly,fly,s,topic_33,0,freq1,0,ig4,0,sal1,0
further,further,s
off,off,
;,;,n
Mark,mark,s,topic_17,0,freq2,0,ig5,0,sal3,0
Antony,antony,s
is,is,s
in,in,s
your,your,s
tents,tents,,topic_14,0,freq3,0,ig5,0,sal2,0
",",",",s
my,my,s
lord,lord,n
Fly,fly,,topic_33,0,freq1,0,ig4,0,sal1,0
",",",",s
therefore,therefore,
",",",",s
noble,noble,s,topic_33,0,freq3,0,ig5,0,sal5,0
Cassius,cassius,
",",",",s
fly,fly,s,topic_33,0,freq1,0,ig4,0,sal1,0
far,far,s
off,off,
.,.,n
This,this,s
hill,hill,s,topic_4,0,freq3,0,ig5,0,sal2,0
is,is,s
far,far,s
enough,enough,
.,.,s
Look,look,
",",",",s
look,look,
",",",",s
Titinius,titinius,
;,;,n
Are,are,s
those,those,s
my,my,s
tents,tents,s,topic_14,0,freq3,0,ig5,0,sal2,0
where,where,s
I,i,s
perceive,perceive,s,topic_27,0,freq3,0,ig5,0,sal4,0
the,the,s
fire,fire,,topic_4,0,freq1,0,ig5,0,sal1,0
?,?,n
They,they,s
are,are,
",",",",s
my,my,s
lord,lord,
.,.,n
Titinius,titinius,
",",",",s
if,if,s
thou,thou,s
lovest,lovest,s,topic_28,0,freq4,0,ig5,0,sal4,0
me,me,
",",",",n
Mount,mount,s,topic_33,0,freq4,0,ig5,0,sal4,0
thou,thou,s
my,my,s
horse,horse,,topic_4,0,freq1,0,ig5,0,sal1,0
",",",",s
and,and,s
hide,hide,s,topic_36,0,freq3,0,ig5,0,sal3,0
thy,thy,s
spurs,spurs,s,topic_0,0,freq4,0,ig1,0,sal3,0
in,in,s
him,him,
",",",",n
Till,till,s,topic_31,0,freq2,0,ig5,0,sal4,0
he,he,s
have,have,s
brought,brought,s,topic_0,0,freq3,0,ig5,0,sal4,0
thee,thee,s
up,up,s
to,to,s
yonder,yonder,s,topic_39,0,freq3,0,ig5,0,sal3,0
troops,troops,,topic_33,0,freq3,0,ig4,0,sal3,0
",",",",n
And,and,s
here,here,s
again,again,
;,;,s
that,that,s
I,i,s
may,may,s
rest,rest,s,topic_48,0,freq3,0,ig5,0,sal5,0
assured,assured,n,topic_47,0,freq3,0,ig4,0,sal2,0
Whether,whether,s
yond,yond,s,topic_14,0,freq4,0,ig5,0,sal5,0
troops,troops,s,topic_33,0,freq3,0,ig4,0,sal3,0
are,are,s
friend,friend,s
or,or,s
enemy,enemy,,topic_33,0,freq3,0,ig5,0,sal4,0
.,.,n
I,i,s
will,will,s
be,be,s
here,here,s
again,again,
",",",",s
even,even,s
with,with,s
a,a,s
thought,thought,,topic_25,0,freq1,0,ig5,0,sal1,0
.,.,n
Go,go,
",",",",s
Pindarus,pindarus,
",",",",s
get,get,s
higher,higher,s,topic_14,0,freq3,0,ig5,0,sal4,0
on,on,s
that,that,s
hill,hill,,topic_4,0,freq3,0,ig5,0,sal2,0
;,;,n
My,my,s
sight,sight,s,topic_4,0,freq3,0,ig5,0,sal5,0
was,was,s
ever,ever,s
thick,thick,,topic_3,0,freq3,0,ig4,0,sal2,0
;,;,s
regard,regard,s,topic_13,0,freq2,0,ig4,0,sal1,0
Titinius,titinius,
",",",",n
And,and,s
tell,tell,s
me,me,s
what,what,s
thou,thou,s
notest,notest,s,topic_33,0,freq5,0,ig3,0,sal5,0
about,about,s
the,the,s
field,field,,topic_33,0,freq1,0,ig5,0,sal2,0
.,.,n
This,this,s
day,day,s,topic_47,0,freq1,0,ig5,0,sal3,0
I,i,s
breathed,breathed,s,topic_36,0,freq3,0,ig4,0,sal2,0
first,first,
:,:,s
time,time,s,topic_47,0,freq2,0,ig5,0,sal4,0
is,is,s
come,come,s
round,round,,topic_33,0,freq5,0,ig5,0,sal5,0
",",",",n
And,and,s
where,where,s
I,i,s
did,did,s
begin,begin,,topic_13,0,freq2,0,ig5,0,sal2,0
",",",",s
there,there,s
shall,shall,s
I,i,s
end,end,,topic_0,0,freq3,0,ig5,0,sal4,0
;,;,n
My,my,s
life,life,s,topic_45,0,freq2,0,ig5,0,sal5,0
is,is,s
run,run,s,topic_33,0,freq2,0,ig5,0,sal4,0
his,his,s
compass,compass,,topic_26,0,freq4,0,ig5,0,sal4,0
.,.,s
Sirrah,sirrah,,topic_48,0,freq2,0,ig5,0,sal1,0
",",",",s
what,what,s
news,news,,topic_47,0,freq1,0,ig1,0,sal1,0
?,?,n
O,o,s
my,my,s
lord,lord,
!,!,n
What,what,s
news,news,,topic_47,0,freq1,0,ig1,0,sal1,0
?,?,n
Titinius,titinius,s
is,is,s
enclosed,enclosed,s,topic_36,0,freq5,0,ig1,0,sal4,0
round,round,s,topic_10,0,freq3,0,ig5,0,sal5,0
about,about,n
With,with,s
horsemen,horsemen,,topic_33,0,freq4,0,ig1,0,sal4,0
",",",",s
that,that,s
make,make,s,topic_0,0,freq1,0,ig5,0,sal4,0
to,to,s
him,him,s
on,on,s
the,the,s
spur,spur,,topic_31,0,freq5,0,ig5,0,sal5,0
;,;,n
Yet,yet,s
he,he,s
spurs,spurs,s,topic_0,0,freq4,0,ig1,0,sal3,0
on,on,
.,.,s
Now,now,s
they,they,s
are,are,s
almost,almost,s
on,on,s
him,him,
.,.,n
Now,now,
",",",",s
Titinius,titinius,
!,!,s
Now,now,s
some,some,s
light,light,,topic_23,0,freq2,0,ig5,0,sal2,0
.,.,s
O,o,
",",",",s
he,he,s
lights,lights,s,topic_23,0,freq4,0,ig4,0,sal3,0
too,too,
.,.,n
He's,he's,s
ta'en,ta'en,,topic_33,0,freq3,0,ig5,0,sal4,0
.,.,n
And,and,
",",",",s
hark,hark,,topic_10,0,freq2,0,ig5,0,sal3,0
!,!,s
they,they,s
shout,shout,s,topic_17,0,freq4,0,ig1,0,sal3,0
for,for,s
joy,joy,,topic_48,0,freq4,0,ig5,0,sal5,0
.,.,n
Come,come,s
down,down,
",",",",s
behold,behold,s,topic_14,0,freq2,0,ig5,0,sal4,0
no,no,s
more,more,
.,.,n
O,o,
",",",",s
coward,coward,s,topic_33,0,freq2,0,ig5,0,sal3,0
that,that,s
I,i,s
am,am,
",",",",s
to,to,s
live,live,s,topic_31,0,freq1,0,ig5,0,sal4,0
so,so,s
long,long,,topic_4,0,freq1,0,ig5,0,sal3,0
",",",",n
To,to,s
see,see,s
my,my,s
best,best,s
friend,friend,s
ta'en,ta'en,s,topic_33,0,freq3,0,ig5,0,sal4,0
before,before,s
my,my,s
face,face,,topic_41,0,freq1,0,ig5,0,sal1,0
!,!,n
Come,come,s
hither,hither,
",",",",s
sirrah,sirrah,,topic_48,0,freq2,0,ig5,0,sal1,0
:,:,n
In,in,s
Parthia,parthia,s,topic_17,0,freq4,0,ig1,0,sal4,0
did,did,s
I,i,s
take,take,s
thee,thee,s
prisoner,prisoner,,topic_22,0,freq2,0,ig5,0,sal1,0
;,;,n
And,and,s
then,then,s
I,i,s
swore,swore,s,topic_43,0,freq3,0,ig4,0,sal1,0
thee,thee,
",",",",s
saving,saving,s,topic_2,0,freq4,0,ig5,0,sal3,0
of,of,s
thy,thy,s
life,life,,topic_0,0,freq2,0,ig5,0,sal4,0
",",",",n
That,that,s
whatsoever,whatsoever,s,topic_23,0,freq4,0,ig5,0,sal4,0
I,i,s
did,did,s
bid,bid,s,topic_23,0,freq3,0,ig5,0,sal3,0
thee,thee,s
do,do,
",",",",n
Thou,thou,s
shouldst,shouldst,s,topic_28,0,freq3,0,ig5,0,sal3,0
attempt,attempt,s,topic_26,0,freq3,0,ig1,0,sal2,0
it,it,
.,.,s
Come,come,s
now,now,
",",",",s
keep,keep,s
thine,thine,s,topic_28,0,freq2,0,ig5,0,sal2,0
oath,oath,,topic_43,0,freq1,0,ig4,0,sal1,0
;,;,n
Now,now,s
be,be,s
a,a,s
freeman,freeman,,topic_3,0,freq5,0,ig3,0,sal5,0
:,:,s
and,and,s
with,with,s
this,this,s
good,good,s,topic_23,0,freq1,0,ig5,0,sal3,0
sword,sword,,topic_0,0,freq4,0,ig5,0,sal5,0
",",",",n
That,that,s
ran,ran,s,topic_34,0,freq4,0,ig5,0,sal4,0
through,through,s
Caesar's,caesar's,s,topic_17,0,freq2,0,ig4,0,sal1,0
bowels,bowels,,topic_21,0,freq4,0,ig4,0,sal3,0
",",",",s
search,search,s,topic_36,0,freq3,0,ig5,0,sal2,0
this,this,s
bosom,bosom,,topic_47,0,freq2,0,ig5,0,sal2,0
.,.,n
Stand,stand,s,topic_36,0,freq1,0,ig5,0,sal1,0
not,not,s
to,to,s
answer,answer,,topic_34,0,freq2,0,ig5,0,sal2,0
:,:,s
here,here,
",",",",s
take,take,s
thou,thou,s
the,the,s
hilts,hilts,,topic_37,0,freq4,0,ig1,0,sal4,0
;,;,n
And,and,
",",",",s
when,when,s
my,my,s
face,face,s,topic_21,0,freq3,0,ig5,0,sal5,0
is,is,s
cover'd,cover'd,,topic_33,0,freq5,0,ig5,0,sal5,0
",",",",s
as,as,s
',',
tis,tis,s,topic_46,0,freq1,0,ig5,0,sal2,0
now,now,
",",",",n
Guide,guide,s,topic_14,0,freq3,0,ig5,0,sal2,0
thou,thou,s
the,the,s
sword,sword,,topic_34,0,freq3,0,ig5,0,sal3,0
.,.,n
Caesar,caesar,
",",",",s
thou,thou,s
art,art,s,topic_41,0,freq3,0,ig5,0,sal5,0
revenged,revenged,,topic_21,0,freq4,0,ig5,0,sal3,0
",",",",n
Even,even,s
with,with,s
the,the,s
sword,sword,s,topic_33,0,freq1,0,ig5,0,sal1,0
that,that,s
kill'd,kill'd,s,topic_21,0,freq2,0,ig1,0,sal1,0
thee,thee,
.,.,n
So,so,
",",",",s
I,i,s
am,am,s
free,free,,topic_0,0,freq4,0,ig5,0,sal5,0
;,;,s
yet,yet,s
would,would,s
not,not,s
so,so,s
have,have,s
been,been,
